ANIO,MES,DIA,CODIGO,TOT_VEH_PAG,TOT_VEH_EXON,SENT_COBRO,FLUJO_VEH
2019,9,27,A6,"1,155",7,0,0
2019,9,28,A6,"1,068",6,0,0
2019,9,29,A6,"1,193",5,0,0
2019,9,30,A6,997,3,0,0
2019,10,1,A6,775,7,0,0
2019,10,2,A6,797,6,0,0
2019,10,3,A6,930,6,0,0
2019,10,4,A6,"1,088",9,0,0
2019,10,5,A6,"1,132",2,0,0
2019,10,6,A6,"1,172",7,0,0
2019,10,7,A6,984,5,0,0
2019,10,8,A6,"1,026",5,0,0
2019,10,9,A6,919,12,0,0
2019,10,10,A6,861,7,0,0
2019,10,11,A6,"1,080",4,0,0
2019,10,12,A6,"1,084",6,0,0
2019,10,13,A6,"1,268",7,0,0
2019,10,14,A6,977,5,0,0
2019,10,15,A6,836,4,0,0
2019,10,16,A6,847,20,0,0
2019,10,17,A6,779,2,0,0
2019,10,18,A6,"1,062",9,0,0
2019,10,19,A6,"1,066",9,0,0
2019,10,20,A6,"1,071",10,0,0
2019,10,21,A6,966,7,0,0
2019,10,22,A6,750,11,0,0
2019,10,23,A6,871,8,0,0
2019,10,24,A6,929,8,0,0
2019,10,25,A6,"1,016",8,0,0
2019,10,26,A6,"1,034",9,0,0
2019,10,27,A6,"1,115",7,0,0
2019,10,28,A6,960,13,0,0
2019,10,29,A6,839,6,0,0
2019,10,30,A6,987,6,0,0
2019,10,31,A6,"1,192",12,0,0
2019,11,1,A6,"1,164",14,0,0
2019,11,2,A6,"1,074",9,0,0
2019,11,3,A6,"1,507",6,0,0
2019,11,4,A6,"1,047",8,0,0
2019,11,5,A6,778,6,0,0
2019,11,6,A6,831,3,0,0
2019,11,7,A6,891,9,0,0
2019,11,8,A6,"1,136",8,0,0
2019,11,9,A6,"1,118",12,0,0
2019,11,10,A6,"1,096",5,0,0
2019,11,11,A6,954,6,0,0
2019,11,12,A6,758,8,0,0
2019,11,13,A6,795,7,0,0
2019,11,14,A6,896,4,0,0
2019,11,15,A6,"1,060",9,0,0
2019,11,16,A6,"1,076",3,0,0
2019,11,17,A6,"1,151",14,0,0
2019,11,18,A6,956,9,0,0
2019,11,19,A6,819,7,0,0
2019,11,20,A6,914,6,0,0
2019,11,21,A6,965,7,0,0
2019,11,22,A6,"1,101",10,0,0
2019,11,23,A6,"1,055",9,0,0
2019,11,24,A6,"1,238",3,0,0
2019,11,25,A6,"1,016",15,0,0
2019,11,26,A6,894,12,0,0
2019,11,27,A6,855,14,0,0
2019,11,28,A6,984,11,0,0
2019,11,29,A6,"1,122",8,0,0
2019,11,30,A6,"1,122",4,0,0
2019,12,1,A6,"1,141",8,0,0
2019,12,2,A6,991,9,0,0
2019,12,3,A6,766,6,0,0
2019,12,4,A6,796,4,0,0
2019,12,5,A6,889,8,0,0
2019,12,6,A6,"1,098",5,0,0
2019,12,7,A6,"1,168",6,0,0
2019,12,8,A6,"1,085",3,0,0
2019,12,9,A6,974,10,0,0
2019,12,10,A6,824,5,0,0
2019,12,11,A6,912,10,0,0
2019,12,12,A6,879,5,0,0
2019,12,13,A6,"1,148",10,0,0
2019,12,14,A6,"1,129",7,0,0
2019,12,15,A6,"1,182",9,0,0
2019,12,16,A6,985,19,0,0
2019,12,17,A6,860,9,0,0
2019,12,18,A6,900,7,0,0
2019,12,19,A6,"1,037",9,0,0
2019,12,20,A6,"1,205",8,0,0
2019,12,21,A6,"1,297",4,0,0
2019,12,22,A6,"1,258",3,0,0
2019,12,23,A6,"1,366",5,0,0
2019,12,24,A6,"1,205",7,0,0
2019,12,25,A6,823,10,0,0
2019,12,26,A6,"1,090",6,0,0
2019,12,27,A6,"1,092",11,0,0
2019,12,28,A6,"1,157",11,0,0
2019,12,29,A6,"1,231",9,0,0
2019,12,30,A6,"1,241",11,0,0
2019,12,31,A6,"1,172",7,0,0
2019,7,1,A6,935,10,1,0
2019,7,2,A6,892,7,1,0
2019,7,3,A6,805,10,1,0
2019,7,4,A6,817,8,1,0
2019,7,5,A6,995,6,1,0
2019,7,6,A6,"1,204",11,1,0
2019,7,7,A6,916,6,1,0
2019,7,8,A6,952,9,1,0
2019,7,9,A6,920,11,1,0
2019,7,10,A6,864,7,1,0
2019,7,11,A6,913,5,1,0
2019,7,12,A6,"1,026",9,1,0
2019,7,13,A6,"1,121",0,1,0
2019,7,14,A6,"1,164",7,1,0
2019,7,15,A6,984,12,1,0
2019,7,16,A6,918,7,1,0
2019,7,17,A6,915,8,1,0
2019,7,18,A6,862,7,1,0
2019,7,19,A6,"1,000",6,1,0
2019,7,20,A6,"1,202",5,1,0
2019,7,21,A6,"1,101",3,1,0
2019,7,22,A6,"1,000",10,1,0
2019,7,23,A6,922,8,1,0
2019,7,24,A6,"1,022",7,1,0
2019,7,25,A6,934,6,1,0
2019,7,26,A6,"1,277",5,1,0
2019,7,27,A6,"1,713",8,1,0
2019,7,28,A6,"1,406",6,1,0
2019,7,29,A6,"1,302",9,1,0
2019,7,30,A6,"1,319",5,1,0
2019,7,31,A6,"1,228",9,1,0
2019,8,1,A6,"1,102",12,1,0
2019,8,2,A6,"1,193",11,1,0
2019,8,3,A6,"1,632",2,1,0
2019,8,4,A6,"1,416",9,1,0
2019,8,5,A6,"1,281",9,1,0
2019,8,6,A6,"1,283",11,1,0
2019,8,7,A6,"1,285",7,1,0
2019,8,8,A6,"1,274",4,1,0
2019,8,9,A6,"1,521",12,1,0
2019,8,10,A6,"1,685",2,1,0
2019,8,11,A6,"1,502",10,1,0
2019,8,12,A6,"1,082",9,1,0
2019,8,13,A6,"1,090",6,1,0
2019,8,14,A6,"1,127",5,1,0
2019,8,15,A6,969,8,1,0
2019,8,16,A6,"1,077",9,1,0
2019,8,17,A6,"1,319",10,1,0
2019,8,18,A6,"1,207",4,1,0
2019,8,19,A6,992,9,1,0
2019,8,20,A6,944,8,1,0
2019,8,21,A6,933,5,1,0
2019,8,22,A6,923,7,1,0
2019,8,23,A6,"1,031",8,1,0
2019,8,24,A6,"1,228",4,1,0
2019,8,25,A6,"1,099",12,1,0
2019,8,26,A6,993,10,1,0
2019,8,27,A6,971,7,1,0
2019,8,28,A6,"1,020",8,1,0
2019,8,29,A6,"1,221",13,1,0
2019,8,30,A6,"1,268",4,1,0
2019,8,31,A6,"1,173",9,1,0
2019,9,1,A6,"1,160",5,1,0
2019,9,2,A6,942,5,1,0
2019,9,3,A6,893,10,1,0
2019,9,4,A6,901,7,1,0
2019,9,5,A6,867,8,1,0
2019,9,6,A6,"1,017",6,1,0
2019,9,7,A6,"1,254",5,1,0
2019,9,8,A6,"1,066",6,1,0
2019,9,9,A6,943,5,1,0
2019,9,10,A6,958,9,1,0
2019,9,11,A6,964,5,1,0
2019,9,12,A6,977,7,1,0
2019,9,13,A6,"1,255",5,1,0
2019,9,14,A6,"2,021",8,1,1
2019,9,15,A6,"1,499",6,1,0
2019,9,16,A6,"1,043",8,1,0
2019,9,17,A6,978,7,1,0
2019,9,18,A6,882,12,1,0
2019,9,19,A6,875,4,1,0
2019,9,20,A6,"1,078",9,1,0
2019,9,21,A6,"1,439",3,1,0
2019,9,22,A6,"1,308",2,1,0
2019,9,23,A6,976,14,1,0
2019,9,24,A6,963,10,1,0
2019,9,25,A6,908,6,1,0
2019,9,26,A6,858,9,1,0
2019,9,27,A6,"1,003",6,1,0
2019,9,28,A6,"1,164",8,1,0
2019,9,29,A6,"1,177",4,1,0
2019,9,30,A6,929,5,1,0
2019,10,1,A6,857,8,1,0
2019,10,2,A6,832,3,1,0
2019,10,3,A6,867,5,1,0
2019,10,4,A6,"1,037",11,1,0
2019,10,5,A6,"1,251",5,1,0
2019,10,6,A6,"1,065",6,1,0
2019,10,7,A6,"1,037",5,1,0
2019,10,8,A6,"1,029",7,1,0
2019,10,9,A6,948,9,1,0
2019,10,10,A6,853,9,1,0
2019,10,11,A6,"1,017",2,1,0
2019,10,12,A6,"1,190",8,1,0
2019,10,13,A6,"1,169",4,1,0
2019,10,14,A6,974,6,1,0
2019,10,15,A6,942,9,1,0
2019,10,16,A6,831,23,1,0
2019,10,17,A6,"1,098",9,1,0
2019,10,18,A6,963,9,1,0
2019,10,19,A6,"1,116",7,1,0
2019,10,20,A6,"1,023",7,1,0
2019,10,21,A6,927,11,1,0
2019,10,22,A6,851,8,1,0
2019,10,23,A6,909,10,1,0
2019,10,24,A6,853,6,1,0
2019,10,25,A6,962,7,1,0
2019,10,26,A6,"1,169",7,1,0
2019,10,27,A6,"1,057",11,1,0
2019,10,28,A6,889,13,1,0
2019,10,29,A6,877,7,1,0
2019,10,30,A6,954,5,1,0
2019,10,31,A6,"1,194",11,1,0
2019,11,1,A6,"1,312",11,1,0
2019,11,2,A6,"1,150",10,1,0
2019,11,3,A6,"1,115",7,1,0
2019,11,4,A6,"1,037",8,1,0
2019,11,5,A6,892,5,1,0
2019,11,6,A6,932,4,1,0
2019,11,7,A6,855,8,1,0
2019,11,8,A6,"1,022",8,1,0
2019,11,9,A6,"1,130",10,1,0
2019,11,10,A6,"1,064",7,1,0
2019,11,11,A6,940,6,1,0
2019,11,12,A6,858,9,1,0
2019,11,13,A6,911,8,1,0
2019,11,14,A6,830,4,1,0
2019,11,15,A6,990,11,1,0
2019,11,16,A6,"1,136",6,1,0
2019,11,17,A6,"1,081",9,1,0
2019,11,18,A6,999,7,1,0
2019,11,19,A6,903,11,1,0
2019,11,20,A6,957,7,1,0
2019,11,21,A6,905,6,1,0
2019,11,22,A6,"1,027",10,1,0
2019,11,23,A6,"1,266",7,1,0
2019,11,24,A6,"1,140",3,1,0
2019,11,25,A6,961,15,1,0
2019,11,26,A6,926,9,1,0
2019,11,27,A6,905,14,1,0
2019,11,28,A6,938,9,1,0
2019,11,29,A6,998,14,1,0
2019,11,30,A6,"1,209",5,1,0
2019,12,1,A6,"1,058",6,1,0
2019,12,2,A6,935,7,1,0
2019,12,3,A6,882,7,1,0
2019,12,4,A6,881,5,1,0
2019,12,5,A6,875,5,1,0
2019,12,6,A6,979,5,1,0
2019,12,7,A6,"1,167",6,1,0
2019,12,8,A6,"1,115",5,1,0
2019,12,9,A6,928,10,1,0
2019,12,10,A6,883,9,1,0
2019,12,11,A6,948,7,1,0
2019,12,12,A6,852,8,1,0
2019,12,13,A6,"1,019",11,1,0
2019,12,14,A6,"1,230",8,1,0
2019,12,15,A6,"1,112",17,1,0
2019,12,16,A6,994,14,1,0
2019,12,17,A6,963,15,1,0
2019,12,18,A6,979,3,1,0
2019,12,19,A6,962,9,1,0
2019,12,20,A6,"1,102",6,1,0
2019,12,21,A6,"1,374",5,1,0
2019,12,22,A6,"1,272",4,1,0
2019,12,23,A6,"1,067",3,1,0
2019,12,24,A6,"1,200",5,1,0
2019,12,25,A6,829,12,1,0
2019,12,26,A6,"1,101",7,1,0
2019,12,27,A6,"1,077",8,1,0
2019,12,28,A6,"1,261",7,1,0
2019,12,29,A6,"1,148",12,1,0
2019,12,30,A6,"1,175",6,1,0
2019,12,31,A6,"1,285",9,1,0
2019,7,1,A7,247,7,0,0
2019,7,2,A7,301,5,0,0
2019,7,3,A7,371,4,0,0
2019,7,4,A7,431,4,0,0
2019,7,5,A7,356,3,0,0
2019,7,6,A7,417,6,0,0
2019,7,7,A7,401,6,0,0
2019,7,8,A7,285,2,0,0
2019,7,9,A7,320,6,0,0
2019,7,10,A7,460,2,0,0
2019,7,11,A7,427,6,0,0
2019,7,12,A7,425,7,0,0
2019,7,13,A7,497,1,0,0
2019,7,14,A7,564,3,0,0
2019,7,15,A7,298,3,0,0
2019,7,16,A7,353,8,0,0
2019,7,17,A7,470,10,0,0
2019,7,18,A7,486,2,0,0
2019,7,19,A7,468,5,0,0
2019,7,20,A7,484,9,0,0
2019,7,21,A7,610,4,0,0
2019,7,22,A7,408,6,0,0
2019,7,23,A7,466,3,0,0
2019,7,24,A7,704,8,0,0
2019,7,25,A7,661,9,0,0
2019,7,26,A7,786,7,0,0
2019,7,27,A7,924,6,0,0
2019,7,28,A7,727,5,0,0
2019,7,29,A7,450,7,0,0
2019,7,30,A7,399,7,0,0
2019,7,31,A7,533,3,0,0
2019,8,1,A7,589,4,0,0
2019,8,2,A7,639,2,0,0
2019,8,3,A7,622,9,0,0
2019,8,4,A7,638,2,0,0
2019,8,5,A7,476,6,0,0
2019,8,6,A7,529,7,0,0
2019,8,7,A7,682,4,0,0
2019,8,8,A7,769,9,0,0
2019,8,9,A7,765,8,0,0
2019,8,10,A7,637,6,0,0
2019,8,11,A7,654,6,0,0
2019,8,12,A7,446,6,0,0
2019,8,13,A7,496,5,0,0
2019,8,14,A7,639,2,0,0
2019,8,15,A7,531,4,0,0
2019,8,16,A7,454,3,0,0
2019,8,17,A7,464,6,0,0
2019,8,18,A7,495,3,0,0
2019,8,19,A7,368,3,0,0
2019,8,20,A7,363,6,0,0
2019,8,21,A7,491,4,0,0
2019,8,22,A7,507,3,0,0
2019,8,23,A7,509,5,0,0
2019,8,24,A7,459,5,0,0
2019,8,25,A7,487,6,0,0
2019,8,26,A7,378,4,0,0
2019,8,27,A7,413,15,0,0
2019,8,28,A7,510,5,0,0
2019,8,29,A7,598,8,0,0
2019,8,30,A7,514,5,0,0
2019,8,31,A7,381,5,0,0
2019,9,1,A7,482,7,0,0
2019,9,2,A7,482,7,0,0
2019,9,3,A7,364,7,0,0
2019,9,4,A7,364,7,0,0
2019,9,5,A7,364,2,0,0
2019,9,6,A7,364,2,0,0
2019,9,7,A7,473,3,0,0
2019,9,8,A7,473,3,0,0
2019,9,9,A7,478,7,0,0
2019,9,10,A7,478,7,0,0
2019,9,11,A7,527,6,0,0
2019,9,12,A7,527,6,0,0
2019,9,13,A7,506,3,0,0
2019,9,14,A7,506,3,0,0
2019,9,15,A7,445,6,0,0
2019,9,16,A7,445,6,0,0
2019,9,17,A7,287,4,0,0
2019,9,18,A7,287,4,0,0
2019,9,19,A7,334,3,0,0
2019,9,20,A7,334,3,0,0
2019,9,21,A7,497,4,0,0
2019,9,22,A7,497,4,0,0
2019,9,23,A7,491,6,0,0
2019,9,24,A7,491,6,0,0
2019,9,25,A7,490,3,0,0
2019,9,26,A7,490,3,0,0
2019,9,27,A7,415,3,0,0
2019,9,28,A7,415,3,0,0
2019,9,29,A7,450,4,0,0
2019,9,30,A7,450,4,0,0
2019,9,1,A7,264,4,0,0
2019,9,2,A7,264,4,0,0
2019,9,3,A7,327,6,0,0
2019,9,4,A7,327,6,0,0
2019,9,5,A7,484,5,0,0
2019,9,6,A7,484,5,0,0
2019,9,7,A7,473,4,0,0
2019,9,8,A7,473,4,0,0
2019,9,9,A7,457,3,0,0
2019,9,10,A7,457,3,0,0
2019,9,11,A7,411,6,0,0
2019,9,12,A7,411,6,0,0
2019,9,13,A7,474,5,0,0
2019,9,14,A7,474,5,0,0
2019,9,15,A7,252,6,0,0
2019,9,16,A7,252,6,0,0
2019,9,17,A7,334,2,0,0
2019,9,18,A7,334,2,0,0
2019,9,19,A7,461,6,0,0
2019,9,20,A7,461,6,0,0
2019,9,21,A7,441,6,0,0
2019,9,22,A7,441,6,0,0
2019,9,23,A7,429,3,0,0
2019,9,24,A7,429,3,0,0
2019,9,25,A7,456,5,0,0
2019,9,26,A7,456,5,0,0
2019,9,27,A7,487,4,0,0
2019,9,28,A7,487,4,0,0
2019,9,29,A7,295,4,0,0
2019,9,30,A7,295,4,0,0
2019,11,1,A7,578,8,0,0
2019,11,2,A7,342,2,0,0
2019,11,3,A7,430,8,0,0
2019,11,4,A7,298,1,0,0
2019,11,5,A7,344,3,0,0
2019,11,6,A7,486,1,0,0
2019,11,7,A7,426,5,0,0
2019,11,8,A7,417,5,0,0
2019,11,9,A7,442,5,0,0
2019,11,10,A7,481,10,0,0
2019,11,11,A7,249,3,0,0
2019,11,12,A7,295,8,0,0
2019,11,13,A7,383,4,0,0
2019,11,14,A7,433,5,0,0
2019,11,15,A7,448,4,0,0
2019,11,16,A7,450,1,0,0
2019,11,17,A7,431,8,0,0
2019,11,18,A7,270,4,0,0
2019,11,19,A7,381,5,0,0
2019,11,20,A7,483,3,0,0
2019,11,21,A7,441,4,0,0
2019,11,22,A7,431,3,0,0
2019,11,23,A7,452,5,0,0
2019,11,24,A7,447,5,0,0
2019,11,25,A7,336,4,0,0
2019,11,26,A7,324,6,0,0
2019,11,27,A7,491,5,0,0
2019,11,28,A7,439,7,0,0
2019,11,29,A7,484,4,0,0
2019,11,30,A7,456,3,0,0
2019,12,1,A7,504,7,0,0
2019,12,2,A7,277,4,0,0
2019,12,3,A7,345,5,0,0
2019,12,4,A7,488,8,0,0
2019,12,5,A7,425,5,0,0
2019,12,6,A7,460,3,0,0
2019,12,7,A7,393,6,0,0
2019,12,8,A7,517,3,0,0
2019,12,9,A7,256,8,0,0
2019,12,10,A7,323,5,0,0
2019,12,11,A7,433,4,0,0
2019,12,12,A7,468,4,0,0
2019,12,13,A7,436,3,0,0
2019,12,14,A7,436,8,0,0
2019,12,15,A7,469,5,0,0
2019,12,16,A7,313,1,0,0
2019,12,17,A7,389,10,0,0
2019,12,18,A7,488,4,0,0
2019,12,19,A7,503,6,0,0
2019,12,20,A7,499,3,0,0
2019,12,21,A7,533,2,0,0
2019,12,22,A7,666,3,0,0
2019,12,23,A7,431,2,0,0
2019,12,24,A7,393,1,0,0
2019,12,25,A7,294,8,0,0
2019,12,26,A7,323,5,0,0
2019,12,27,A7,463,3,0,0
2019,12,28,A7,507,4,0,0
2019,12,29,A7,582,7,0,0
2019,12,30,A7,356,6,0,0
2019,12,31,A7,381,2,0,0
2019,7,1,A7,326,6,1,0
2019,7,2,A7,370,4,1,0
2019,7,3,A7,368,3,1,0
2019,7,4,A7,364,2,1,0
2019,7,5,A7,378,5,1,0
2019,7,6,A7,360,6,1,0
2019,7,7,A7,350,4,1,0
2019,7,8,A7,318,3,1,0
2019,7,9,A7,408,10,1,0
2019,7,10,A7,365,2,1,0
2019,7,11,A7,411,3,1,0
2019,7,12,A7,386,5,1,0
2019,7,13,A7,359,2,1,0
2019,7,14,A7,391,4,1,0
2019,7,15,A7,378,7,1,0
2019,7,16,A7,392,4,1,0
2019,7,17,A7,390,8,1,0
2019,7,18,A7,404,3,1,0
2019,7,19,A7,442,6,1,0
2019,7,20,A7,401,10,1,0
2019,7,21,A7,454,5,1,0
2019,7,22,A7,374,3,1,0
2019,7,23,A7,471,4,1,0
2019,7,24,A7,473,7,1,0
2019,7,25,A7,508,9,1,0
2019,7,26,A7,523,5,1,0
2019,7,27,A7,574,5,1,0
2019,7,28,A7,503,6,1,0
2019,7,29,A7,565,5,1,0
2019,7,30,A7,583,4,1,0
2019,7,31,A7,637,2,1,0
2019,8,1,A7,580,3,1,0
2019,8,2,A7,601,3,1,0
2019,8,3,A7,596,8,1,0
2019,8,4,A7,590,6,1,0
2019,8,5,A7,534,6,1,0
2019,8,6,A7,678,6,1,0
2019,8,7,A7,692,5,1,0
2019,8,8,A7,705,8,1,0
2019,8,9,A7,742,9,1,0
2019,8,10,A7,701,4,1,0
2019,8,11,A7,693,9,1,0
2019,8,12,A7,510,3,1,0
2019,8,13,A7,512,4,1,0
2019,8,14,A7,482,3,1,0
2019,8,15,A7,486,4,1,0
2019,8,16,A7,487,3,1,0
2019,8,17,A7,515,8,1,0
2019,8,18,A7,515,3,1,0
2019,8,19,A7,402,3,1,0
2019,8,20,A7,400,6,1,0
2019,8,21,A7,446,4,1,0
2019,8,22,A7,391,2,1,0
2019,8,23,A7,437,2,1,0
2019,8,24,A7,429,6,1,0
2019,8,25,A7,460,10,1,0
2019,8,26,A7,389,2,1,0
2019,8,27,A7,499,7,1,0
2019,8,28,A7,450,4,1,0
2019,8,29,A7,414,8,1,0
2019,8,30,A7,436,5,1,0
2019,8,31,A7,366,4,1,0
2019,9,1,A7,499,7,1,0
2019,9,2,A7,499,7,1,0
2019,9,3,A7,373,4,1,0
2019,9,4,A7,373,4,1,0
2019,9,5,A7,447,5,1,0
2019,9,6,A7,447,5,1,0
2019,9,7,A7,408,3,1,0
2019,9,8,A7,408,3,1,0
2019,9,9,A7,442,8,1,0
2019,9,10,A7,442,8,1,0
2019,9,11,A7,407,3,1,0
2019,9,12,A7,407,3,1,0
2019,9,13,A7,380,8,1,0
2019,9,14,A7,380,8,1,0
2019,9,15,A7,392,3,1,0
2019,9,16,A7,392,3,1,0
2019,9,17,A7,382,4,1,0
2019,9,18,A7,382,4,1,0
2019,9,19,A7,431,5,1,0
2019,9,20,A7,431,5,1,0
2019,9,21,A7,397,3,1,0
2019,9,22,A7,397,3,1,0
2019,9,23,A7,398,3,1,0
2019,9,24,A7,398,3,1,0
2019,9,25,A7,400,4,1,0
2019,9,26,A7,400,4,1,0
2019,9,27,A7,373,7,1,0
2019,9,28,A7,373,7,1,0
2019,9,29,A7,398,3,1,0
2019,9,30,A7,398,3,1,0
2019,9,1,A7,382,2,1,0
2019,9,2,A7,382,2,1,0
2019,9,3,A7,421,8,1,0
2019,9,4,A7,421,8,1,0
2019,9,5,A7,439,4,1,0
2019,9,6,A7,439,4,1,0
2019,9,7,A7,400,4,1,0
2019,9,8,A7,400,4,1,0
2019,9,9,A7,402,4,1,0
2019,9,10,A7,402,4,1,0
2019,9,11,A7,363,4,1,0
2019,9,12,A7,363,4,1,0
2019,9,13,A7,416,5,1,0
2019,9,14,A7,416,5,1,0
2019,9,15,A7,396,5,1,0
2019,9,16,A7,396,5,1,0
2019,9,17,A7,415,4,1,0
2019,9,18,A7,415,4,1,0
2019,9,19,A7,401,7,1,0
2019,9,20,A7,401,7,1,0
2019,9,21,A7,408,4,1,0
2019,9,22,A7,408,4,1,0
2019,9,23,A7,370,3,1,0
2019,9,24,A7,370,3,1,0
2019,9,25,A7,392,4,1,0
2019,9,26,A7,392,4,1,0
2019,9,27,A7,395,4,1,0
2019,9,28,A7,395,4,1,0
2019,9,29,A7,339,4,1,0
2019,11,1,A7,367,8,1,0
2019,11,2,A7,372,5,1,0
2019,11,3,A7,610,6,1,0
2019,11,4,A7,377,1,1,0
2019,11,5,A7,425,4,1,0
2019,11,6,A7,394,3,1,0
2019,11,7,A7,415,5,1,0
2019,11,8,A7,387,2,1,0
2019,11,9,A7,345,7,1,0
2019,11,10,A7,403,6,1,0
2019,11,11,A7,409,4,1,0
2019,11,12,A7,203,4,1,0
2019,11,13,A7,538,4,1,0
2019,11,14,A7,426,5,1,0
2019,11,15,A7,410,7,1,0
2019,11,16,A7,388,4,1,0
2019,11,17,A7,396,5,1,0
2019,11,18,A7,394,4,1,0
2019,11,19,A7,399,5,1,0
2019,11,20,A7,393,3,1,0
2019,11,21,A7,419,5,1,0
2019,11,22,A7,409,3,1,0
2019,11,23,A7,391,6,1,0
2019,11,24,A7,427,4,1,0
2019,11,25,A7,358,5,1,0
2019,11,26,A7,439,2,1,0
2019,11,27,A7,411,5,1,0
2019,11,28,A7,418,3,1,0
2019,11,29,A7,480,7,1,0
2019,11,30,A7,409,2,1,0
2019,12,1,A7,428,9,1,0
2019,12,2,A7,322,3,1,0
2019,12,3,A7,422,6,1,0
2019,12,4,A7,422,4,1,0
2019,12,5,A7,391,6,1,0
2019,12,6,A7,394,4,1,0
2019,12,7,A7,360,5,1,0
2019,12,8,A7,456,3,1,0
2019,12,9,A7,367,8,1,0
2019,12,10,A7,430,7,1,0
2019,12,11,A7,411,5,1,0
2019,12,12,A7,446,2,1,0
2019,12,13,A7,403,6,1,0
2019,12,14,A7,382,6,1,0
2019,12,15,A7,365,4,1,0
2019,12,16,A7,416,3,1,0
2019,12,17,A7,427,14,1,0
2019,12,18,A7,449,3,1,0
2019,12,19,A7,464,2,1,0
2019,12,20,A7,525,3,1,0
2019,12,21,A7,523,2,1,0
2019,12,22,A7,499,1,1,0
2019,12,23,A7,500,3,1,0
2019,12,24,A7,354,2,1,0
2019,12,25,A7,278,6,1,0
2019,12,26,A7,368,3,1,0
2019,12,27,A7,491,5,1,0
2019,12,28,A7,447,5,1,0
2019,12,29,A7,473,1,1,0
2019,12,30,A7,405,8,1,0
2019,12,31,A7,359,4,1,0
